AndI     -V075  0 45 37.506 +38 02 52.81 0.563 25.409 1.154 24.662 0.667 25.519 1.255 25.149 0.973 24.647 0.665 RRab    ACS
AndI     -V076  0 45 37.506 +38 02 13.22 0.710 25.626 0.249 24.621 0.061 25.796 0.287 25.278 0.194 24.609 0.069 RRab    ACS
AndI     -V077  0 45 37.538 +38 02 02.00 0.481 25.422 1.475 24.764 0.755 25.518 1.600 25.184 1.239 24.749 0.754 RRab    ACS
AndI     -V078  0 45 37.609 +38 01 52.35 0.614 25.461 0.786 24.558 0.412 25.592 0.883 25.168 0.630 24.545 0.418 RRab    ACS
AndI     -V079  0 45 37.621 +38 02 33.00 0.524 25.427 1.230 24.698 0.637 25.534 1.341 25.182 1.004 24.685 0.638 RRab    ACS
AndI     -V080  0 45 37.642 +38 01 09.41 0.592 25.672 1.210 24.841 0.601 25.802 1.327 25.386 1.031 24.826 0.639 RRab    ACS
AndI     -V081  0 45 37.656 +38 03 58.64 0.642 25.414 0.585 24.557 0.331 25.546 0.644 25.125 0.513 24.543 0.338 RRab    ACS
AndI     -V082  0 45 37.717 +38 01 02.00 0.362 25.226 0.615 24.624 0.321 25.316 0.670 25.007 0.499 24.607 0.318 RRc     ACS
AndI     -V083  0 45 37.728 +38 03 51.35 0.616 25.306 0.886 24.471 0.577 25.437 0.947 25.051 0.668 24.456 0.585 RRab    ACS
AndI     -V084  0 45 37.759 +38 02 32.65 0.366 25.363 0.432 24.678 0.236 25.468 0.475 25.129 0.351 24.662 0.233 RRd     ACS
AndI     -V085  0 45 37.776 +38 01 51.36 0.356 25.477 0.448 24.804 0.227 25.575 0.487 25.258 0.340 24.786 0.225 RRc     ACS
AndI     -V086  0 45 37.781 +38 01 30.91 0.546 25.446 1.276 24.654 0.669 25.566 1.377 25.179 1.091 24.639 0.605 RRab    ACS
AndI     -V087  0 45 37.785 +38 03 41.12 0.568 25.317 0.944 24.541 0.434 25.438 1.030 25.042 0.778 24.525 0.433 RRab    ACS
AndI     -V088  0 45 37.856 +38 02 16.10 0.755 25.212 0.821 24.369 0.470 25.343 0.880 24.923 0.720 24.354 0.474 RRab    ACS
AndI     -V089  0 45 37.886 +38 03 28.52 0.690 25.313 0.679 24.473 0.329 25.443 0.762 25.022 0.545 24.453 0.324 RRab    ACS
AndI     -V090  0 45 37.915 +38 02 56.52 0.815 25.288 0.625 24.380 0.359 25.423 0.677 24.980 0.522 24.368 0.370 RRab    ACS
AndI     -V091  0 45 37.934 +38 04 27.86 0.590 25.522 1.197 24.690 0.479 25.651 1.348 25.239 0.938 24.678 0.467 RRab    ACS
AndI     -V092  0 45 37.988 +38 03 57.60 0.700 25.417 0.582 24.516 0.243 25.565 0.708 25.105 0.397 24.504 0.254 RRab    ACS
AndI     -V093  0 45 38.015 +38 02 24.76 0.313 25.287 0.727 24.744 0.339 25.361 0.792 25.111 0.567 24.743 0.413 RRc     ACS
AndI     -V094  0 45 38.040 +38 01 34.27 0.531 25.453 1.383 24.682 0.777 25.562 1.512 25.206 1.129 24.604 0.670 RRab    ACS
AndI     -V095  0 45 38.050 +38 03 55.13 0.848 25.211 0.179 24.305 0.153 25.356 0.196 24.893 0.162 24.290 0.156 RRab    ACS
AndI     -V096  0 45 38.154 +38 02 12.53 0.511 25.485 1.448 24.732 0.627 25.598 1.609 25.230 1.149 24.716 0.640 RRab    ACS
AndI     -V097  0 45 38.197 +38 01 15.03 0.339 25.343 0.613 24.741 0.381 25.423 0.666 25.150 0.495 24.740 0.295 RRc     ACS
AndI     -V098  0 45 38.254 +38 02 17.85 0.602 25.504 0.571 24.611 0.327 25.642 0.623 25.203 0.472 24.614 0.344 RRab    ACS
AndI     -V099  0 45 38.461 +38 03 18.74 0.518 25.323 1.155 24.643 0.723 25.421 1.249 25.089 1.073 24.629 0.723 RRab    ACS
AndI     -V100  0 45 38.571 +38 01 45.62 0.570 25.446 1.136 24.651 0.547 25.569 1.242 25.167 0.929 24.637 0.556 RRab    ACS
AndI     -V101  0 45 38.637 +38 02 14.43 0.578 25.429 1.085 24.590 0.685 25.557 1.192 25.159 0.865 24.579 0.682 RRab    ACS
AndI     -V102  0 45 38.673 +38 04 20.52 0.362 25.423 0.497 24.726 0.233 25.529 0.541 25.181 0.417 24.709 0.231 RRc     ACS
AndI     -V103  0 45 38.729 +38 02 46.87 0.646 25.419 0.353 24.534 0.086 25.563 0.412 25.110 0.317 24.508 0.138 RRab    ACS
AndI     -V104  0 45 38.746 +38 02 51.24 0.528 25.441 1.340 24.693 0.969 25.533 1.446 25.222 1.143 24.699 0.921 RRab    ACS
AndI     -V105  0 45 38.768 +38 01 51.97 0.638 25.553 0.570 24.651 0.300 25.696 0.636 25.243 0.465 24.635 0.319 RRab    ACS
AndI     -V106  0 45 38.824 +38 01 37.34 0.635 25.384 0.558 24.518 0.282 25.518 0.610 25.086 0.472 24.503 0.290 RRab    ACS
AndI     -V107  0 45 38.826 +38 03 08.55 0.366 25.397 0.488 24.711 0.240 25.493 0.542 25.165 0.394 24.693 0.237 RRd     ACS
AndI     -V108  0 45 38.845 +38 02 59.60 0.643 25.527 0.499 24.677 0.242 25.657 0.549 25.236 0.423 24.658 0.234 RRab    ACS
AndI     -V109  0 45 38.866 +38 01 14.27 0.372 25.375 0.642 24.676 0.601 25.469 0.705 25.145 0.516 24.687 0.345 RRd     ACS
AndI     -V110  0 45 38.891 +38 04 32.03 0.327 25.946 0.540 25.335 0.327 26.027 0.587 25.737 0.447 25.319 0.345 GSS-RRL ACS
AndI     -V111  0 45 39.046 +38 01 02.72 0.540 25.425 1.161 24.684 0.716 25.519 1.307 25.156 1.013 24.672 0.711 RRab    ACS
AndI     -V112  0 45 39.054 +38 04 11.73 0.364 25.366 0.521 24.706 0.266 25.460 0.573 25.142 0.418 24.688 0.269 RRd     ACS
AndI     -V113  0 45 39.114 +38 03 27.09 0.477 25.775 1.476 25.085 0.700 25.876 1.615 25.547 1.201 25.070 0.696 GSS-RRL ACS
AndI     -V114  0 45 39.151 +38 02 34.50 0.253 25.542 0.401 25.004 0.222 25.630 0.461 25.339 0.303 24.991 0.219 RRc     ACS
AndI     -V115  0 45 39.166 +38 01 47.63 0.625 25.479 0.604 24.578 0.426 25.623 0.649 25.172 0.533 24.565 0.428 RRab    ACS
AndI     -V116  0 45 39.221 +38 01 05.22 0.357 25.450 0.373 24.759 0.257 25.546 0.402 25.216 0.305 24.742 0.255 RRd     ACS
AndI     -V117  0 45 39.260 +38 03 00.96 0.301 25.336 0.479 24.809 0.274 25.414 0.509 25.156 0.407 24.801 0.256 RRc     ACS
AndI     -V118  0 45 39.271 +38 03 33.55 0.349 25.366 0.496 24.711 0.303 25.461 0.540 25.142 0.397 24.695 0.301 RRc     ACS
AndI     -V119  0 45 39.621 +38 01 45.85 0.696 25.237 0.886 24.408 0.627 25.372 1.020 24.951 0.719 24.399 0.633 RRab    ACS
AndI     -V120  0 45 39.621 +38 03 42.90 0.650 25.443 0.495 24.591 0.257 25.581 0.556 25.143 0.401 24.576 0.265 RRab    ACS
AndI     -V121  0 45 39.659 +38 04 24.66 0.635 25.547 0.417 24.658 0.214 25.688 0.468 25.241 0.321 24.645 0.229 RRab    ACS
AndI     -V122  0 45 39.679 +38 02 43.21 0.771 25.225 0.871 24.384 0.429 25.357 0.954 24.930 0.746 24.371 0.432 RRab    ACS
AndI     -V123  0 45 39.681 +38 02 54.91 0.596 25.478 0.766 24.656 0.290 25.605 0.842 25.211 0.628 24.629 0.316 RRab    ACS
AndI     -V124  0 45 39.688 +38 00 52.19 0.649 25.505 0.385 24.599 0.196 25.646 0.432 25.195 0.309 24.586 0.207 RRab    ACS
AndI     -V125  0 45 39.784 +38 00 54.12 0.611 25.402 1.099 24.540 0.663 25.517 1.210 25.155 0.861 24.527 0.664 RRab    ACS
AndI     -V126  0 45 39.863 +38 02 34.13 0.351 25.403 0.528 24.717 0.255 25.501 0.566 25.171 0.442 24.701 0.255 RRd     ACS
AndI     -V127  0 45 39.989 +38 01 23.03 0.589 25.536 0.584 24.692 0.361 25.661 0.632 25.242 0.476 24.678 0.384 RRab    ACS
AndI     -V128  0 45 39.995 +38 02 48.39 0.518 25.557 1.288 24.818 0.701 25.673 1.389 25.299 1.109 24.805 0.696 RRab    ACS
AndI     -V129  0 45 40.033 +38 03 08.31 0.545 25.363 1.104 24.641 0.472 25.487 1.262 25.077 0.920 24.641 0.502 RRab    ACS
AndI     -V130  0 45 40.043 +38 03 29.99 0.449 25.517 1.598 24.921 0.690 25.589 1.798 25.311 1.280 24.910 0.684 RRab    ACS
AndI     -V131  0 45 40.205 +38 03 23.62 0.581 25.336 0.933 24.586 0.506 25.450 1.011 25.083 0.849 24.568 0.507 RRab    ACS
AndI     -V132  0 45 40.232 +38 04 12.13 0.639 25.505 0.565 24.619 0.261 25.645 0.666 25.198 0.406 24.605 0.262 RRab    ACS
AndI     -V133  0 45 40.270 +38 02 02.13 0.637 25.425 0.577 24.583 0.288 25.554 0.639 25.137 0.476 24.567 0.318 RRab    ACS
AndI     -V134  0 45 40.277 +38 01 18.79 0.366 25.162 0.608 24.628 0.291 25.241 0.645 24.967 0.533 24.609 0.324 RRc     ACS
AndI     -V135  0 45 40.302 +38 03 47.75 0.338 25.382 0.562 24.761 0.324 25.462 0.635 25.181 0.441 24.743 0.327 RRc     ACS
AndI     -V136  0 45 40.351 +38 02 42.06 0.692 25.300 0.633 24.434 0.296 25.439 0.704 25.003 0.563 24.422 0.333 RRab    ACS
AndI     -V137  0 45 40.467 +38 01 25.71 0.599 25.417 0.882 24.629 0.464 25.532 0.966 25.152 0.736 24.611 0.469 RRab    ACS
AndI     -V138  0 45 40.505 +38 02 28.82 0.561 25.481 0.992 24.652 0.459 25.618 1.101 25.201 0.718 24.640 0.472 RRab    ACS
AndI     -V139  0 45 40.565 +38 01 28.97 0.592 25.482 0.946 24.674 0.402 25.609 1.049 25.209 0.739 24.662 0.408 RRab    ACS
AndI     -V140  0 45 40.757 +38 00 53.85 0.615 25.506 0.756 24.674 0.370 25.636 0.839 25.216 0.615 24.660 0.378 RRab    ACS
AndI     -V141  0 45 40.868 +38 02 15.28 0.676 25.217 1.076 24.424 0.571 25.340 1.170 24.944 0.924 24.410 0.575 RRab    ACS
AndI     -V142  0 45 40.887 +38 01 53.82 0.612 25.482 0.813 24.657 0.423 25.617 0.888 25.190 0.697 24.644 0.432 RRab    ACS
AndI     -V143  0 45 40.904 +38 03 00.76 0.358 25.499 0.538 24.886 0.290 25.596 0.612 25.283 0.397 24.871 0.287 RRc     ACS
AndI     -V144  0 45 40.909 +38 02 18.24 0.578 25.552 1.090 24.684 0.660 25.682 1.178 25.252 0.963 24.671 0.680 RRab    ACS
AndI     -V145  0 45 40.915 +38 03 25.55 0.619 25.474 0.724 24.639 0.367 25.598 0.811 25.192 0.578 24.633 0.344 RRab    ACS
AndI     -V146  0 45 40.924 +38 01 55.60 0.515 25.390 1.429 24.716 0.772 25.490 1.545 25.162 1.211 24.702 0.765 RRab    ACS
AndI     -V147  0 45 40.944 +38 03 33.81 0.352 25.388 0.586 24.711 0.294 25.487 0.641 25.153 0.487 24.697 0.310 RRc     ACS
AndI     -V148  0 45 40.956 +38 02 28.08 0.296 25.328 0.676 24.760 0.400 25.426 0.722 25.111 0.574 24.746 0.391 RRc     ACS
AndI     -V149  0 45 40.981 +38 00 59.45 0.614 25.273 1.330 24.539 0.701 25.376 1.451 25.032 1.106 24.524 0.698 RRab    ACS
AndI     -V150  0 45 41.043 +38 03 58.59 0.562 25.459 0.561 24.690 0.225 25.582 0.645 25.183 0.426 24.663 0.267 RRab    ACS
AndI     -V151  0 45 41.052 +38 02 03.79 0.569 25.435 1.094 24.651 0.519 25.593 1.082 25.133 1.027 24.636 0.535 RRab    ACS
AndI     -V152  0 45 41.065 +38 04 19.07 0.274 25.374 0.716 24.729 0.286 25.465 0.779 25.153 0.556 24.714 0.281 RRc     ACS
