AndXXVIII -V006 57045.066797 25.005 0.070 57045.081959 24.419 0.063
AndXXVIII -V006 57045.139852 25.385 0.041 57045.123567 24.463 0.049
AndXXVIII -V006 57045.928885 25.835 0.084 57045.944046 24.786 0.045
AndXXVIII -V006 57046.002310 25.990 0.063 57045.986025 24.775 0.078
AndXXVIII -V006 57046.061499 25.259 0.041 57046.076661 24.308 0.042
AndXXVIII -V006 57046.134994 24.941 0.039 57046.118709 24.251 0.036
AndXXVIII -V006 57046.923494 25.937 0.077 57046.938656 24.961 0.061
AndXXVIII -V006 57046.997347 25.963 0.068 57046.981063 24.827 0.056
AndXXVIII -V006 57047.056108 25.943 0.084 57047.071270 24.919 0.064
AndXXVIII -V006 57047.130008 25.674 0.054 57047.113724 24.949 0.082
AndXXVIII -V007 57043.010749 25.585 0.166 57043.025911 24.533 0.078
AndXXVIII -V007 57043.082797 25.647 0.067 57043.066513 24.555 0.093
AndXXVIII -V007 57043.209741 24.958 0.051 57043.224903 24.216 0.075
AndXXVIII -V007 57043.281893 25.100 0.048 57043.265608 24.303 0.068
AndXXVIII -V007 57044.204663 25.504 0.082 57044.219825 24.520 0.055
AndXXVIII -V007 57044.277290 25.509 0.060 57044.261005 24.593 0.047
AndXXVIII -V007 57044.337289 25.570 0.064 57044.352451 24.591 0.054
AndXXVIII -V007 57044.412127 25.551 0.059 57044.395842 24.451 0.061
AndXXVIII -V007 57045.007156 25.521 0.079 57044.949321 24.568 0.056
AndXXVIII -V007 57044.934159 25.638 0.090 57044.990872 24.484 0.043
AndXXVIII -V007 57045.066797 25.572 0.063 57045.081959 24.647 0.056
AndXXVIII -V007 57045.139852 25.634 0.067 57045.123567 24.675 0.064
AndXXVIII -V007 57045.928885 24.931 0.044 57045.944046 24.311 0.049
AndXXVIII -V007 57046.002310 25.129 0.041 57045.986025 24.262 0.039
AndXXVIII -V007 57046.061499 25.151 0.049 57046.076661 24.378 0.054
AndXXVIII -V007 57046.134994 25.289 0.058 57046.118709 24.379 0.051
AndXXVIII -V007 57046.923494 25.519 0.066 57046.938656 24.505 0.076
AndXXVIII -V007 57046.997347 25.539 0.045 57046.981063 24.500 0.064
AndXXVIII -V007 57047.056108 25.749 0.078 57047.071270 24.542 0.072
AndXXVIII -V007 57047.130008 25.612 0.077 57047.113724 24.526 0.064
AndXXVIII -V008 57043.010749 25.977 0.165 57043.025911 24.758 0.072
AndXXVIII -V008 57043.082797 25.665 0.041 57043.066513 24.807 0.067
AndXXVIII -V008 57043.209741 25.217 0.052 57043.224903 24.496 0.062
AndXXVIII -V008 57043.281893 25.258 0.051 57043.265608 24.520 0.060
AndXXVIII -V008 57044.204663 25.483 0.051 57044.219825 24.262 0.049
AndXXVIII -V008 57044.277290 25.133 0.044 57044.261005 24.433 0.055
AndXXVIII -V008 57044.337289 25.223 0.035 57044.352451 24.464 0.044
AndXXVIII -V008 57044.412127 25.329 0.081 57044.395842 24.543 0.049
AndXXVIII -V008 57045.007156 25.488 0.038 57044.949321 24.462 0.038
AndXXVIII -V008 57044.934159 25.227 0.049 57044.990872 24.538 0.053
AndXXVIII -V008 57045.066797 25.704 0.042 57045.081959 24.628 0.055
AndXXVIII -V008 57045.139852 25.751 0.069 57045.123567 24.765 0.072
AndXXVIII -V008 57045.928885 25.115 0.061 57045.944046 24.498 0.068
AndXXVIII -V008 57046.002310 25.301 0.047 57045.986025 24.469 0.046
AndXXVIII -V008 57046.061499 25.383 0.054 57046.076661 24.517 0.051
AndXXVIII -V008 57046.134994 25.521 0.054 57046.118709 24.666 0.072
AndXXVIII -V008 57046.923494 25.703 0.072 57046.938656 24.841 0.092
AndXXVIII -V008 57046.997347 25.048 0.063 57046.981063 24.442 0.064
AndXXVIII -V008 57047.056108 25.072 0.034 57047.071270 24.472 0.073
AndXXVIII -V008 57047.130008 25.322 0.050 57047.113724 24.511 0.043
AndXXVIII -V009 57043.010749 25.775 0.167 57043.025911 24.825 0.073
AndXXVIII -V009 57043.082797 25.412 0.052 57043.066513 24.740 0.070
AndXXVIII -V009 57043.209741 25.228 0.033 57043.224903 24.502 0.116
AndXXVIII -V009 57043.281893 25.538 0.053 57043.265608 24.668 0.067
AndXXVIII -V009 57044.204663 25.375 0.046 57044.219825 24.699 0.056
AndXXVIII -V009 57044.277290 25.342 0.049 57044.261005 24.626 0.076
AndXXVIII -V009 57044.337289 25.436 0.049 57044.352451 24.743 0.062
AndXXVIII -V009 57044.412127 25.632 0.044 57044.395842 24.724 0.059
AndXXVIII -V009 57045.007156 25.481 0.049 57044.949321 24.934 0.059
AndXXVIII -V009 57044.934159 25.794 0.068 57044.990872 24.812 0.058
AndXXVIII -V009 57045.066797 25.091 0.034 57045.081959 24.523 0.050
AndXXVIII -V009 57045.139852 25.312 0.043 57045.123567 24.551 0.065
AndXXVIII -V009 57045.928885 25.633 0.055 57045.944046 24.780 0.058
AndXXVIII -V009 57046.002310 25.779 0.050 57045.986025 24.775 0.062
AndXXVIII -V009 57046.061499 25.667 0.045 57046.076661 24.740 0.047
AndXXVIII -V009 57046.134994 25.010 0.051 57046.118709 24.461 0.057
AndXXVIII -V009 57046.923494 25.530 0.055 57046.938656 24.869 0.060
AndXXVIII -V009 57046.997347 25.550 0.045 57046.981063 24.912 0.060
AndXXVIII -V009 57047.056108 25.567 0.049 57047.071270 24.834 0.077
AndXXVIII -V009 57047.130008 25.585 0.059 57047.113724 24.808 0.070
AndXXVIII -V010 57043.010749 25.552 0.142 57043.025911 24.807 0.067
AndXXVIII -V010 57043.082797 25.829 0.050 57043.066513 24.800 0.067
AndXXVIII -V010 57043.209741 25.794 0.066 57043.224903 24.858 0.064
AndXXVIII -V010 57043.281893 25.906 0.045 57043.265608 24.839 0.132
AndXXVIII -V010 57044.204663 25.905 0.063 57044.219825 24.903 0.040
AndXXVIII -V010 57044.277290 25.859 0.067 57044.261005 24.924 0.063
AndXXVIII -V010 57044.337289 25.180 0.078 57044.352451 24.443 0.051
AndXXVIII -V010 57044.412127 24.927 0.026 57044.395842 24.239 0.054
AndXXVIII -V010 57045.007156 25.384 0.051 57044.949321 24.470 0.034
AndXXVIII -V010 57044.934159 25.022 0.043 57044.990872 24.578 0.043
AndXXVIII -V010 57045.066797 25.666 0.047 57045.081959 24.720 0.072
AndXXVIII -V010 57045.139852 25.843 0.061 57045.123567 24.863 0.059
AndXXVIII -V010 57045.928885 24.830 0.038 57045.944046 24.384 0.047
AndXXVIII -V010 57046.002310 25.286 0.032 57045.986025 24.483 0.050
AndXXVIII -V010 57046.061499 25.568 0.056 57046.076661 24.642 0.054
AndXXVIII -V010 57046.134994 25.832 0.045 57046.118709 24.742 0.052
AndXXVIII -V010 57046.923494 24.788 0.021 57046.938656 24.349 0.032
AndXXVIII -V010 57046.997347 25.094 0.049 57046.981063 24.458 0.043
AndXXVIII -V010 57047.056108 25.458 0.046 57047.071270 24.512 0.077
AndXXVIII -V010 57047.130008 25.632 0.057 57047.113724 24.704 0.057
AndXXVIII -V011 57043.010749 24.781 0.323 57043.025911 24.487 0.046
AndXXVIII -V011 57043.082797 25.368 0.034 57043.066513 24.566 0.054
AndXXVIII -V011 57043.209741 25.795 0.053 57043.224903 24.923 0.058
AndXXVIII -V011 57043.281893 25.667 0.058 57043.265608 24.880 0.054
AndXXVIII -V011 57044.204663 25.479 0.047 57044.219825 24.806 0.058
AndXXVIII -V011 57044.277290 25.618 0.046 57044.261005 24.841 0.054
AndXXVIII -V011 57044.337289 25.696 0.056 57044.352451 24.776 0.061
AndXXVIII -V011 57044.412127 25.127 0.046 57044.395842 24.622 0.059
AndXXVIII -V011 57045.007156 25.647 0.043 57044.949321 24.599 0.066
AndXXVIII -V011 57044.934159 25.343 0.044 57044.990872 24.783 0.057
AndXXVIII -V011 57045.066797 25.807 0.070 57045.081959 24.833 0.071
AndXXVIII -V011 57045.139852 25.665 0.040 57045.123567 24.825 0.058
AndXXVIII -V011 57045.928885 25.101 0.036 57045.944046 24.530 0.054
AndXXVIII -V011 57046.002310 25.355 0.037 57045.986025 24.521 0.055
AndXXVIII -V011 57046.061499 25.500 0.068 57046.076661 24.717 0.132
AndXXVIII -V011 57046.134994 25.752 0.086 57046.118709 24.920 0.072
AndXXVIII -V011 57046.923494 25.579 0.041 57046.938656 24.832 0.073
AndXXVIII -V011 57046.997347 25.330 0.031 57046.981063 24.748 0.054
AndXXVIII -V011 57047.056108 25.295 0.029 57047.071270 24.731 0.052
AndXXVIII -V011 57047.130008 25.436 0.041 57047.113724 24.679 0.063
AndXXVIII -V012 57043.010749 25.549 0.138 57043.025911 24.730 0.045
AndXXVIII -V012 57043.082797 25.602 0.045 57043.066513 24.795 0.043
AndXXVIII -V012 57043.209741 25.384 0.034 57043.224903 24.570 0.050
AndXXVIII -V012 57043.281893 25.308 0.041 57043.265608 24.608 0.054
AndXXVIII -V012 57044.204663 25.677 0.045 57044.219825 24.830 0.051
AndXXVIII -V012 57044.277290 25.689 0.051 57044.261005 24.862 0.049
AndXXVIII -V012 57044.337289 25.563 0.054 57044.352451 24.726 0.061
AndXXVIII -V012 57044.412127 25.358 0.023 57044.395842 24.629 0.039
AndXXVIII -V012 57045.007156 25.690 0.050 57044.949321 24.807 0.055
AndXXVIII -V012 57044.934159 25.574 0.057 57044.990872 24.558 0.081
AndXXVIII -V012 57045.066797 25.509 0.052 57045.081959 24.625 0.057
AndXXVIII -V012 57045.139852 25.105 0.040 57045.123567 24.516 0.054
AndXXVIII -V012 57045.928885 25.446 0.049 57045.944046 24.567 0.051
AndXXVIII -V012 57046.002310 25.451 0.034 57045.986025 24.550 0.050
AndXXVIII -V012 57046.061499 25.641 0.048 57046.076661 24.738 0.061
AndXXVIII -V012 57046.134994 25.637 0.035 57046.118709 24.789 0.057
AndXXVIII -V012 57046.923494 25.731 0.037 57046.938656 24.823 0.046
AndXXVIII -V012 57046.997347 25.412 0.036 57046.981063 24.721 0.041
AndXXVIII -V012 57047.056108 25.223 0.036 57047.071270 24.544 0.056
AndXXVIII -V012 57047.130008 25.250 0.042 57047.113724 24.577 0.059
AndXXVIII -V013 57043.010749 25.093 0.041 57043.025911 24.475 0.081
AndXXVIII -V013 57043.082797 25.220 0.043 57043.066513 24.450 0.059
AndXXVIII -V013 57043.209741 25.688 0.070 57043.224903 24.751 0.053
AndXXVIII -V013 57043.281893 25.697 0.047 57043.265608 24.814 0.056
AndXXVIII -V013 57044.204663 25.370 0.060 57044.219825 24.726 0.063
AndXXVIII -V013 57044.277290 25.670 0.075 57044.261005 24.702 0.080
AndXXVIII -V013 57044.337289 25.564 0.137 57044.352451 24.669 0.103
AndXXVIII -V013 57044.412127 25.450 0.062 57044.395842 24.708 0.072
AndXXVIII -V013 57045.007156 25.547 0.054 57044.949321 24.505 0.039
AndXXVIII -V013 57044.934159 25.326 0.053 57044.990872 24.622 0.063
AndXXVIII -V013 57045.066797 25.506 0.043 57045.081959 24.856 0.046
AndXXVIII -V013 57045.139852 25.599 0.052 57045.123567 24.732 0.070
AndXXVIII -V013 57045.928885 25.132 0.038 57045.944046 24.448 0.055
AndXXVIII -V013 57046.002310 25.195 0.053 57045.986025 24.396 0.046
AndXXVIII -V013 57046.061499 25.390 0.053 57046.076661 24.562 0.066
AndXXVIII -V013 57046.134994 25.672 0.063 57046.118709 24.825 0.088
AndXXVIII -V013 57046.923494 25.080 0.137 57046.938656 24.666 0.065
AndXXVIII -V013 57046.997347 25.275 0.053 57046.981063 24.612 0.048
AndXXVIII -V013 57047.056108 25.203 0.056 57047.071270 24.516 0.064
AndXXVIII -V013 57047.130008 25.344 0.048 57047.113724 24.653 0.047
AndXXVIII -V014 57043.010749 25.447 0.058 57043.025911 24.629 0.056
AndXXVIII -V014 57043.082797 25.656 0.060 57043.066513 24.682 0.070
AndXXVIII -V014 57043.209741 25.756 0.057 57043.224903 24.852 0.063
AndXXVIII -V014 57043.281893 25.434 0.057 57043.265608 24.772 0.075
AndXXVIII -V014 57044.204663 25.716 0.069 57044.219825 24.906 0.047
AndXXVIII -V014 57044.277290 25.893 0.060 57044.261005 24.890 0.045
AndXXVIII -V014 57044.337289 25.585 0.060 57044.352451 24.689 0.064
AndXXVIII -V014 57044.412127 24.986 0.070 57044.395842 24.623 0.069
AndXXVIII -V014 57045.007156 25.308 0.122 57044.949321 24.694 0.035
AndXXVIII -V014 57044.934159 25.536 0.045 57044.990872 24.727 0.048
AndXXVIII -V014 57045.066797 25.454 0.062 57045.081959 24.610 0.064
AndXXVIII -V014 57045.139852 25.367 0.049 57045.123567 24.568 0.058
AndXXVIII -V014 57045.928885 25.132 0.045 57045.944046 24.460 0.056
AndXXVIII -V014 57046.002310 25.362 0.056 57045.986025 24.526 0.073
AndXXVIII -V014 57046.061499 25.653 0.066 57046.076661 24.712 0.045
AndXXVIII -V014 57046.134994 25.739 0.060 57046.118709 24.789 0.053
AndXXVIII -V014 57046.923494 25.495 0.083 57046.938656 24.516 0.051
AndXXVIII -V014 57046.997347 24.988 0.135 57046.981063 24.425 0.041
AndXXVIII -V014 57047.056108 25.197 0.048 57047.071270 24.591 0.064
AndXXVIII -V014 57047.130008 25.579 0.050 57047.113724 24.706 0.079
AndXXVIII -V015 57043.010749 25.588 0.073 57043.025911 24.513 0.045
AndXXVIII -V015 57043.082797 24.908 0.163 57043.066513 24.558 0.042
AndXXVIII -V015 57043.209741 25.709 0.060 57043.224903 24.572 0.063
AndXXVIII -V015 57043.281893 25.621 0.041 57043.265608 24.517 0.056
AndXXVIII -V015 57044.204663 25.380 0.048 57044.219825 24.466 0.047
AndXXVIII -V015 57044.277290 25.294 0.074 57044.261005 24.502 0.049
AndXXVIII -V015 57044.337289 25.492 0.041 57044.352451 24.506 0.062
AndXXVIII -V015 57044.412127 25.657 0.054 57044.395842 24.542 0.072
AndXXVIII -V015 57045.007156 25.607 0.056 57044.949321 24.485 0.053
AndXXVIII -V015 57044.934159 25.415 0.056 57044.990872 23.869 0.153
AndXXVIII -V015 57045.066797 25.714 0.047 57045.081959 24.630 0.060
AndXXVIII -V015 57045.139852 25.715 0.059 57045.123567 24.624 0.061
AndXXVIII -V015 57045.928885 25.569 0.056 57045.944046 24.505 0.063
AndXXVIII -V015 57046.002310 24.968 0.053 57045.986025 24.365 0.047
AndXXVIII -V015 57046.061499 25.118 0.049 57046.076661 24.348 0.049
AndXXVIII -V015 57046.134994 25.348 0.034 57046.118709 24.341 0.067
AndXXVIII -V015 57046.923494 25.489 0.066 57046.938656 24.504 0.054
AndXXVIII -V015 57046.997347 25.649 0.084 57046.981063 24.622 0.067
AndXXVIII -V015 57047.056108 25.691 0.082 57047.071270 24.627 0.072
AndXXVIII -V015 57047.130008 25.529 0.052 57047.113724 24.647 0.067
AndXXVIII -V016 57043.010749 25.041 0.112 57043.025911 24.492 0.038
AndXXVIII -V016 57043.082797 25.069 0.036 57043.066513 24.424 0.051
AndXXVIII -V016 57043.209741 25.385 0.068 57043.224903 24.696 0.062
AndXXVIII -V016 57043.281893 25.450 0.078 57043.265608 24.694 0.062
AndXXVIII -V016 57044.204663 24.855 0.029 57044.219825 24.296 0.058
AndXXVIII -V016 57044.277290 25.026 0.046 57044.261005 24.402 0.049
AndXXVIII -V016 57044.337289 25.247 0.049 57044.352451 24.606 0.062
AndXXVIII -V016 57044.412127 25.503 0.138 57044.395842 24.643 0.037
AndXXVIII -V016 57045.007156 24.965 0.037 57044.949321 24.487 0.040
AndXXVIII -V016 57044.934159 25.046 0.055 57044.990872 24.433 0.051
AndXXVIII -V016 57045.066797 25.068 0.043 57045.081959 24.544 0.080
AndXXVIII -V016 57045.139852 25.334 0.056 57045.123567 24.525 0.066
AndXXVIII -V016 57045.928885 25.452 0.074 57045.944046 24.654 0.073
AndXXVIII -V016 57046.002310 25.518 0.065 57045.986025 24.700 0.065
AndXXVIII -V016 57046.061499 25.401 0.061 57046.076661 24.609 0.077
AndXXVIII -V016 57046.134994 24.981 0.048 57046.118709 24.455 0.045
AndXXVIII -V016 57046.923494 25.025 0.059 57046.938656 24.437 0.051
AndXXVIII -V016 57046.997347 24.950 0.043 57046.981063 24.427 0.050
AndXXVIII -V016 57047.056108 25.137 0.071 57047.071270 24.529 0.082
AndXXVIII -V016 57047.130008 25.394 0.079 57047.113724 24.463 0.062
AndXXVIII -V017 57043.010749 25.813 0.074 57043.025911 24.783 0.103
AndXXVIII -V017 57043.082797 25.751 0.069 57043.066513 24.885 0.086
AndXXVIII -V017 57043.209741 24.575 0.034 57043.224903 24.125 0.053
AndXXVIII -V017 57043.281893 24.872 0.035 57043.265608 24.324 0.051
AndXXVIII -V017 57044.204663 25.913 0.052 57044.219825 24.944 0.091
AndXXVIII -V017 57044.277290 25.718 0.074 57044.261005 24.922 0.081
AndXXVIII -V017 57044.337289 24.509 0.044 57044.352451 24.090 0.068
AndXXVIII -V017 57044.412127 24.950 0.039 57044.395842 24.255 0.085
AndXXVIII -V017 57045.007156 25.160 0.057 57044.949321 24.376 0.062
AndXXVIII -V017 57044.934159 24.791 0.037 57044.990872 24.471 0.071
AndXXVIII -V017 57045.066797 25.439 0.046 57045.081959 24.626 0.054
AndXXVIII -V017 57045.139852 25.747 0.053 57045.123567 24.667 0.062
AndXXVIII -V017 57045.928885 25.814 0.104 57045.944046 24.830 0.056
AndXXVIII -V017 57046.002310 24.705 0.128 57045.986025 24.145 0.129
AndXXVIII -V017 57046.061499 24.929 0.043 57046.076661 24.365 0.048
AndXXVIII -V017 57046.134994 25.285 0.036 57046.118709 24.452 0.052
AndXXVIII -V017 57046.923494 25.784 0.036 57046.938656 24.851 0.053
AndXXVIII -V017 57046.997347 25.808 0.063 57046.981063 24.795 0.064
AndXXVIII -V017 57047.056108 25.610 0.066 57047.071270 24.714 0.076
AndXXVIII -V017 57047.130008 24.714 0.157 57047.113724 24.231 0.064
AndXXVIII -V018 57043.010749 25.179 0.041 57043.025911 24.445 0.044
AndXXVIII -V018 57043.082797 25.465 0.044 57043.066513 24.593 0.070
AndXXVIII -V018 57043.209741 25.648 0.049 57043.224903 24.765 0.058
AndXXVIII -V018 57043.281893 25.252 0.044 57043.265608 24.558 0.046
AndXXVIII -V018 57044.204663 25.162 0.037 57044.219825 24.578 0.050
AndXXVIII -V018 57044.277290 25.288 0.044 57044.261005 24.639 0.045
AndXXVIII -V018 57044.337289 25.567 0.063 57044.352451 24.636 0.062
AndXXVIII -V018 57044.412127 25.694 0.047 57044.395842 24.703 0.095
AndXXVIII -V018 57045.007156 25.074 0.046 57044.949321 24.610 0.049
AndXXVIII -V018 57044.934159 25.220 0.049 57044.990872 24.487 0.053
AndXXVIII -V018 57045.066797 25.136 0.039 57045.081959 24.514 0.055
AndXXVIII -V018 57045.139852 25.405 0.040 57045.123567 24.631 0.054
AndXXVIII -V018 57045.928885 25.267 0.041 57045.944046 24.620 0.049
AndXXVIII -V018 57046.002310 25.595 0.054 57045.986025 24.679 0.047
AndXXVIII -V018 57046.061499 25.601 0.048 57046.076661 24.760 0.047
AndXXVIII -V018 57046.134994 25.483 0.057 57046.118709 24.764 0.066
AndXXVIII -V018 57046.923494 25.616 0.046 57046.938656 24.660 0.054
AndXXVIII -V018 57046.997347 25.237 0.050 57046.981063 24.403 0.080
AndXXVIII -V018 57047.056108 25.128 0.027 57047.071270 24.471 0.040
