scl-CEMV041  V247   -     00 58 47.11 -33 50 45.2 0.883193  :  21.383 20.688 20.051 0.332 0.315 0.600 1 0
scl-CEMV398  K3710  -     01 00 18.65 -33 45 35.1 0.4738299    20.190 19.896 19.418 0.500 0.398 0.263 0 1
scl-CEMV532  V410   -     01 00 51.82 -33 47 55.4 0.960817  :  21.266 20.901 20.236 0.414 0.526 0.645 1 0
scl-CEMV582  V315   -     01 01 18.33 -33 43 42.8 0.4363745 :  20.214 19.978 19.518 0.504 0.335 0.063 1 0
scl-CEMV584  -      -     01 01 19.77 -33 36 21.0 0.547969  :  20.728 20.539 19.633 0.383 0.294 0.974 1 0
