1286004318,37.755044,-34.231364,0.069845594,0.04691449,0.034396652,0.0262195,0.022974947,21.41558071,21.30345371,21.21568957,21.23476614,21.203399,32,0.578921469,0.605455151,0.645411127,1.127086253,0.991284806,0.982416409,20.67190195,20.69991335,20.6893096,0.62301796,0.765690095,0.006169427,1,0.944444444,0.999701167,-99,-99,-99,1.10E+13,Fornax,--,--,FALSE,ab
1286005006,37.94992657,-34.23894422,0.070782445,0.047543764,0.034858022,0.026571188,0.023283115,21.57520017,21.36820133,21.34462417,21.22424667,21.390576,26,0.601539942,0.536250536,0.750553533,0.889257126,0.789604911,0.907361156,20.72432013,20.71886466,20.81341163,0.079813779,0.88250592,0.203879739,0.992272208,0.888888889,0.999270529,-99,-99,-99,-99,Fornax,--,--,FALSE,ab
1289008515,37.98298088,-35.1833256,0.07040061,0.04728729,0.03466998,0.02642785,0.023157513,21.48886829,21.43932143,21.336055,21.38772914,21.140529,31,0.612595,0.642963,0.475545,0.49819,0.53612,0.53455,20.79078,20.82208,20.75088,0.798793,0.690614,0.54522,0.939019271,1,0.839127554,-99,-99,-99,-99,Fornax,--,--,FALSE,ab
1289509001,38.42498107,-35.58435682,0.0920426,0.061823968,0.045327947,0.034552086,0.03027641,21.43395178,21.19481678,21.20544422,21.10466256,21.02640775,40,0.581395349,0.669142494,0.660218532,1.174935305,0.978442204,1.055888567,20.58029744,20.61280967,20.64874768,0.62090213,0.681115683,0.025814323,0.999489796,0.944444444,0.999518611,-99,-99,-99,-99,Fornax,--,--,FALSE,ab
1291422138,37.97679934,-33.58813293,0.06811152,0.04574973,0.033542678,0.025568541,0.022404542,21.45196757,21.32640129,21.325348,21.28426313,21.1429195,34,0.569833039,0.362621025,0.584846624,1.101076076,1.453955305,0.966568728,20.70835748,20.43159886,20.73243832,0.838549839,0.122886589,0.723089041,1,0.944444444,0.999701167,-99,-99,-99,1.09E+13,Fornax,--,--,FALSE,ab
1291432106,38.69013941,-33.70428966,0.057625107,0.03870613,0.028378468,0.021632025,0.018955152,21.45303638,21.3596965,21.277677,21.27252525,21.299244,34,0.570157934,0.362759146,0.508130081,1.089007122,1.112333042,1.000396542,20.69781926,20.52384634,20.63831049,0.647684209,0.711710906,0.044810345,1,0.944444444,0.999701167,-99,-99,-99,-99,Fornax,--,--,FALSE,ab
1292129393,38.80382238,-34.06243532,0.06815398,0.045778252,0.033563588,0.025584482,0.02241851,21.37685988,21.15282289,21.17657238,21.13807788,21.1796725,37,0.608272506,0.378214826,0.63912057,1.158626229,1.088909952,0.970244451,20.69445026,20.45100347,20.6616739,0.277824638,0.083361215,0.188358673,0.971428571,0.888888889,0.999440953,-99,-99,-99,1.10E+13,Fornax,--,--,FALSE,ab
1292136242,38.08952971,-34.13066616,0.06453788,0.043349363,0.03178278,0.024227029,0.021229034,21.43551444,21.19777511,21.20710178,21.19569111,21.22330117,42,0.624531601,0.638162093,0.60940309,0.880790589,0.102533655,0.618440132,20.64949375,20.66870055,20.69321939,0.25704761,0.16315797,0.847507397,0.980952381,1,0.902501205,-99,-99,-99,1.10E+13,Fornax,--,--,FALSE,ab
1292152112,38.68333974,-34.29723132,0.076978594,0.051705647,0.037909422,0.028897176,0.025321271,21.490601,21.1482735,21.20356983,21.110064,21.14214925,28,0.634356762,0.679902094,0.785391714,0.850480975,0.908323734,0.755187251,20.64325269,20.65667039,20.6840151,0.606921177,0.847510383,0.322361224,0.911562984,0.944444444,0.971638891,-99,-99,-99,1.10E+13,Fornax,--,--,FALSE,ab
1292159923,38.86841606,-34.37556769,0.07753328,0.052078225,0.038182586,0.029105399,0.025503729,21.37240757,21.22321343,21.24962283,21.344467,21.60771967,30,0.573772843,0.364219114,0.399305209,0.986680322,1.007318915,0.865934559,20.70794167,20.5433254,20.53466257,0.506655238,0.580138909,0.175566465,0.954761905,1,0.999435667,-99,-99,-99,-99,Fornax,--,--,FALSE,ab
1292432027,38.65709338,-34.50629988,0.0772392,0.05188069,0.03803776,0.028995004,0.025406994,21.505881,21.16771863,21.20542529,21.13368243,21.05786383,34,0.616427801,0.985804416,0.790763878,0.96155676,0.864949108,0.770011708,20.62127512,20.77428926,20.7630997,0.847651147,0.128885794,0.536616731,0.828571429,0.888888889,0.965658051,-99,-99,-99,1.10E+13,Fornax,--,--,FALSE,ab
1292434389,38.87760047,-34.53046621,0.083580114,0.056139812,0.041160453,0.031375334,0.027492769,21.3219185,21.1989146,21.3061834,21.2416052,21.14181325,23,0.609069038,0.450948118,0.805509686,1.097860037,1.34960971,1.188498665,20.72093391,20.64022531,20.83588522,0.469325732,0.786570018,0.849402837,1,0.888888889,0.964456309,-99,-99,-99,-99,Fornax,--,--,FALSE,ab
1294258946,39.08354461,-34.65817437,0.08129663,0.05460602,0.04003591,0.030518131,0.02674164,21.40060214,21.29837417,21.47927743,21.29716286,21.13008417,33,0.524769102,0.343825749,0.485295545,1.149465197,1.32984338,1.175149866,20.6859938,20.52314215,20.70079762,0.1948209,0.493347169,0.596276922,1,0.944444444,0.824413626,-99,-99,-99,1.10E+13,Fornax,--,--,FALSE,ab
1294258973,39.10389269,-34.65951593,0.08181042,0.05495113,0.040288936,0.030711006,0.026910648,21.26688743,21.203264,21.12790889,21.21777933,21.16630675,38,0.693240901,0.490689173,0.485413329,0.781897017,0.621338803,0.765710518,20.68743956,20.54345435,20.54962177,0.257366776,0.997452689,0.843073569,0.971115746,0.944444444,0.999486735,-99,-99,-99,1.10E+13,Fornax,--,--,FALSE,ab
1294263452,38.84478767,-34.70187439,0.0830679,0.055795766,0.040908206,0.031183055,0.027324282,21.18805757,21.04179233,21.08373771,20.962088,21.1104672,31,0.695434473,0.653466641,0.71306332,0.871081815,0.784910712,1.051560783,20.48277577,20.5168134,20.45365682,0.361478018,0.761469306,0.951346309,1,1,0.998261517,-99,-99,-99,-99,Fornax,--,--,FALSE,ab
