Star,Wesenheit Magnitude,Log Period,Star Code
V153,23.91882000000001,-0.23653771315970668,116
V154,23.95166,-0.2379806679116755,117
V156,24.075180000000003,-0.22800786917125843,118
V159,24.03232,-0.22340342345292766,119
V160,24.015280000000004,-0.2233845367572612,120
V161,23.86729999999999,-0.23260377706677882,121
V162,23.736439999999995,-0.2893511938624041,122
V164,23.827339999999996,-0.26404084560467306,123
V166,24.26252,-0.41422595515134103,124
V167,23.82558000000001,-0.1772876615466268,125
V168,23.88538000000001,-0.20012738139743405,126
V169,24.09826,-0.3031091759455783,127
V170,23.979099999999995,-0.5408067925405597,128
V171,23.992920000000016,-0.16954429072831598,129
V172,23.946340000000003,-0.14514147469564906,130
V173,23.749299999999998,-0.14962821934332157,131
V175,23.972019999999993,-0.2518929462514716,132
V176,23.94222000000001,-0.1997337268956546,133
V177,24.0605,-0.2601077924383244,134
V179,23.762200000000004,-0.17765297929293766,135
V180,24.002339999999997,-0.20983932230111924,136
V181,24.28566,-0.3121894422756425,137
V182,23.979240000000008,-0.27434533309883025,138
V183,23.790179999999992,-0.21304558350578134,139
V184,23.996640000000003,-0.21411653782430165,140
V185,24.06277999999999,-0.22129320259833865,141
V186,24.107740000000007,-0.2601077924383244,142
V188,24.036719999999995,-0.23298977836144769,143
V190,23.874059999999997,-0.220382573446284,144
V191,23.985259999999997,-0.24444473820298387,145
V192,23.93021999999999,-0.1923652570043772,146
V193,24.058859999999996,-0.21486592836124727,147
V194,24.00084,-0.22817015101585397,148
V197,23.759659999999997,-0.17765297929293766,149
V198,23.972,-0.22383804430010734,150
V199,23.921100000000003,-0.22339398000242583,151
V201,24.009040000000006,-0.1934304176331415,152
V204,23.840080000000004,-0.14950871278746938,153
V205,23.9875,-0.2485679635165511,154
V206,24.144379999999995,-0.25852810764294926,155
V212,24.025239999999997,-0.23298977836144769,156
V214,24.029899999999994,-0.2001184307404779,157
V215,23.96034,-0.16955263292583364,158
V217,23.820879999999995,-0.19974266962742854,159
V219,24.0642,-0.25934800594281526,160
V220,24.076840000000008,-0.20986678266663608,161
V222,24.037599999999998,-0.2576893152119302,162
V223,23.8635,-0.18020174510952625,163
V224,24.034900000000007,-0.22817015101585397,164
V225,24.00382,-0.20983016923178102,165
V226,23.72235999999999,-0.23978132292258897,166
V230,23.9718,-0.2001184307404779,167
V231,24.021880000000007,-0.2232995567894807,168
V233,24.179639999999996,-0.28237257958124456,169
V234,24.232319999999994,0.14048284543327974,170
V236,24.189920000000004,-0.26404084560467306,171
V237,24.028520000000004,-0.23299943279087254,172
V238,24.143600000000003,-0.3083254803132197,173
V239,24.154839999999986,-0.25852810764294926,174
V241,24.189740000000004,-0.26027224551602446,175
V244,23.873920000000005,-0.17099825027219423,176
V245,24.016360000000013,-0.19974266962742854,177
V246,24.147080000000006,-0.24444473820298387,178
V247,24.12416,-0.20031538781865477,179
V248,23.880360000000003,-0.20423725917184601,180
V250,24.00996,-0.2042282234105808,181
V251,24.0196,-0.23652797975339368,182
V252,24.109640000000006,-0.23260377706677882,183
V253,24.034920000000003,-0.23211212246406257,184
V254,24.311840000000004,-0.2744621561204461,185
V257,23.940080000000002,-0.19028649001568743,186
