Star,Wesenheit Magnitude,Log Period,Star Code
V279,24.073200000000003,-0.2445438730432722,211
V281,24.020440000000008,0.03319037781305531,212
V282,23.864679999999986,-0.19730811526032674,213
V283,23.8882,-0.1715677898490176,214
V284,24.000500000000002,-0.2358471828316247,215
V285,23.862219999999986,-0.224083892094808,216
V287,23.815720000000006,-0.17524585117502264,217
V288,23.84719999999999,-0.2107556047958051,218
V289,24.027719999999995,-0.25417788920875084,219
V290,23.77814000000001,-0.22560936425966707,220
V291,23.898180000000007,-0.25348911896279785,221
V292,24.266420000000004,-0.23735609905252994,222
V294,24.1705,-0.3036882056467296,223
V297,24.22195999999999,-0.30670938005804743,224
V298,23.916619999999995,-0.201014410812376,225
V299,23.930340000000008,-0.22830384043496713,226
V300,24.149779999999986,-0.21767140632473972,227
V301,24.065319999999986,-0.256525874323329,228
