Galaxy,Star,HJD-2400000.0,Magnitude,Uncertainty in Magnitude,Passband
AndI,V173,57270.665902999994,25.586,0.065,F475W
AndI,V173,57270.74292999999,25.604,0.052000000000000005,F475W
AndI,V173,57271.659805999996,25.144000000000002,0.038,F475W
AndI,V173,57271.73689199999,25.436,0.05,F475W
AndI,V173,57266.440409,24.598000000000003,0.046,F814W
AndI,V173,57266.48564199999,24.624000000000002,0.068,F814W
AndI,V173,57266.705439,24.848000000000003,0.063,F814W
AndI,V173,57266.750717999996,24.601,0.048,F814W
AndI,V173,57267.434324,24.914,0.055,F814W
AndI,V173,57267.479672,24.61,0.046,F814W
AndI,V173,57267.699377,24.708000000000002,0.07,F814W
AndI,V173,57267.744749,24.825,0.063,F814W
AndI,V173,57268.295713,24.608,0.059000000000000004,F814W
AndI,V173,57268.34112999999,24.554000000000002,0.047,F814W
AndI,V173,57268.825785,24.785,0.061,F814W
AndI,V173,57268.873332,24.826999999999998,0.04,F814W
AndI,V173,57269.35586799999,24.601999999999997,0.048,F814W
AndI,V173,57269.401377999995,24.656,0.057,F814W
AndI,V173,57269.554646000004,24.819000000000003,0.051,F814W
AndI,V173,57269.600179999994,24.88,0.051,F814W
AndI,V173,57270.482287,24.558000000000003,0.043,F814W
AndI,V173,57270.52785499999,24.581999999999997,0.046,F814W
AndI,V173,57270.681065,24.828000000000003,0.040999999999999995,F814W
AndI,V173,57270.726645,24.855999999999998,0.044000000000000004,F814W
AndI,V173,57271.67496900001,24.603,0.043,F814W
AndI,V173,57271.720605999995,24.67,0.061,F814W
AndI,V174,57266.425246000006,25.195999999999998,0.059000000000000004,F475W
AndI,V174,57266.501927,25.344,0.053,F475W
AndI,V174,57266.690277,24.761999999999997,0.11900000000000001,F475W
AndI,V174,57266.76700299999,25.234,0.045,F475W
AndI,V174,57267.419162,25.129,0.048,F475W
AndI,V174,57267.49595800001,25.378,0.043,F475W
AndI,V174,57267.684215,24.875,0.05,F475W
AndI,V174,57267.761034,25.125,0.054000000000000006,F475W
AndI,V174,57268.28055,25.178,0.073,F475W
AndI,V174,57268.357416,24.924,0.05,F475W
AndI,V174,57268.810622000005,25.179000000000002,0.042,F475W
AndI,V174,57268.88961699999,25.397,0.057999999999999996,F475W
AndI,V174,57269.417664,24.974,0.05,F475W
AndI,V174,57269.340694000006,24.881,0.064,F475W
AndI,V174,57269.539484,25.366,0.05,F475W
AndI,V174,57269.616465,25.177,0.09300000000000001,F475W
AndI,V174,57270.467124,25.158,0.07,F475W
AndI,V174,57270.54414,25.414,0.069,F475W
AndI,V174,57270.665902999994,24.96,0.05,F475W
AndI,V174,57270.74292999999,24.993000000000002,0.061,F475W
AndI,V174,57271.659805999996,25.139,0.055999999999999994,F475W
AndI,V174,57271.73689199999,24.868000000000002,0.052000000000000005,F475W
AndI,V174,57266.440409,24.535,0.06,F814W
AndI,V174,57266.48564199999,24.568,0.076,F814W
AndI,V174,57266.705439,24.441,0.065,F814W
AndI,V174,57266.750717999996,24.59,0.07200000000000001,F814W
AndI,V174,57267.434324,24.53,0.059000000000000004,F814W
AndI,V174,57267.479672,24.719,0.055,F814W
AndI,V174,57267.699377,24.381,0.10400000000000001,F814W
AndI,V174,57267.744749,24.453000000000003,0.055999999999999994,F814W
AndI,V174,57268.295713,24.511999999999997,0.069,F814W
AndI,V174,57268.34112999999,24.424,0.057999999999999996,F814W
AndI,V174,57268.825785,24.576999999999998,0.057,F814W
AndI,V174,57268.873332,24.628,0.053,F814W
AndI,V174,57269.35586799999,24.569000000000003,0.087,F814W
AndI,V174,57269.401377999995,24.415,0.047,F814W
AndI,V174,57269.554646000004,24.699,0.091,F814W
AndI,V174,57269.600179999994,24.648000000000003,0.096,F814W
AndI,V174,57270.482287,24.631,0.07200000000000001,F814W
AndI,V174,57270.52785499999,24.680999999999997,0.052000000000000005,F814W
AndI,V174,57270.681065,24.465999999999998,0.068,F814W
AndI,V174,57270.726645,24.47,0.057999999999999996,F814W
AndI,V174,57271.67496900001,24.54,0.052000000000000005,F814W
AndI,V174,57271.720605999995,24.433000000000003,0.069,F814W
AndI,V175,57266.425246000006,25.537,0.078,F475W
AndI,V175,57266.501927,25.693,0.076,F475W
AndI,V175,57266.690277,25.936999999999998,0.096,F475W
AndI,V175,57266.76700299999,24.975,0.12,F475W
AndI,V175,57267.419162,25.403000000000002,0.047,F475W
AndI,V175,57267.49595800001,25.533,0.08800000000000001,F475W
AndI,V175,57267.684215,25.725,0.071,F475W
AndI,V175,57267.761034,25.828000000000003,0.064,F475W
AndI,V175,57268.28055,25.897,0.09,F475W
AndI,V175,57268.357416,25.159000000000002,0.067,F475W
AndI,V175,57268.810622000005,25.799,0.066,F475W
AndI,V175,57268.88961699999,25.651,0.076,F475W
AndI,V175,57269.417664,25.88,0.084,F475W
AndI,V175,57269.340694000006,25.805999999999997,0.08900000000000001,F475W
AndI,V175,57269.539484,24.809,0.083,F475W
AndI,V175,57269.616465,25.449,0.069,F475W
AndI,V175,57270.467124,25.766,0.079,F475W
AndI,V175,57270.54414,25.013,0.045,F475W
AndI,V175,57270.665902999994,25.250999999999998,0.075,F475W
AndI,V175,57270.74292999999,25.086,0.114,F475W
AndI,V175,57271.659805999996,24.724,0.040999999999999995,F475W
AndI,V175,57271.73689199999,24.921,0.161,F475W
AndI,V175,57266.440409,24.7,0.065,F814W
AndI,V175,57266.48564199999,24.737,0.078,F814W
AndI,V175,57266.705439,25.016,0.045,F814W
AndI,V175,57266.750717999996,24.322,0.079,F814W
AndI,V175,57267.434324,24.656,0.049,F814W
AndI,V175,57267.479672,24.701999999999998,0.061,F814W
AndI,V175,57267.699377,24.858,0.076,F814W
AndI,V175,57267.744749,24.889,0.094,F814W
AndI,V175,57268.295713,24.88,0.061,F814W
AndI,V175,57268.34112999999,24.881,0.067,F814W
AndI,V175,57268.825785,24.912,0.067,F814W
AndI,V175,57268.873332,24.987,0.079,F814W
AndI,V175,57269.35586799999,24.993000000000002,0.071,F814W
AndI,V175,57269.401377999995,25.011999999999997,0.10099999999999999,F814W
AndI,V175,57269.554646000004,24.566999999999997,0.07400000000000001,F814W
AndI,V175,57269.600179999994,24.596999999999998,0.06,F814W
AndI,V175,57270.482287,24.947,0.063,F814W
AndI,V175,57270.52785499999,24.736,0.076,F814W
AndI,V175,57270.681065,24.581999999999997,0.067,F814W
AndI,V175,57270.726645,24.566,0.066,F814W
AndI,V175,57271.67496900001,24.405,0.057999999999999996,F814W
AndI,V175,57271.720605999995,24.544,0.043,F814W
AndI,V176,57266.425246000006,25.487,0.068,F475W
AndI,V176,57266.501927,25.475,0.054000000000000006,F475W
AndI,V176,57266.690277,24.79,0.039,F475W
AndI,V176,57266.76700299999,25.021,0.064,F475W
AndI,V176,57267.419162,24.924,0.067,F475W
AndI,V176,57267.49595800001,25.124000000000002,0.048,F475W
AndI,V176,57267.684215,25.45,0.069,F475W
AndI,V176,57267.761034,25.433000000000003,0.068,F475W
AndI,V176,57268.28055,25.238000000000003,0.059000000000000004,F475W
AndI,V176,57268.357416,25.359,0.051,F475W
AndI,V176,57268.810622000005,24.823,0.04,F475W
AndI,V176,57268.88961699999,25.07,0.057,F475W
AndI,V176,57269.417664,25.628,0.07200000000000001,F475W
AndI,V176,57269.340694000006,25.590999999999998,0.055,F475W
AndI,V176,57269.539484,24.828000000000003,0.044000000000000004,F475W
AndI,V176,57269.616465,25.092,0.049,F475W
AndI,V176,57270.467124,25.398000000000003,0.06,F475W
AndI,V176,57270.54414,25.519000000000002,0.042,F475W
AndI,V176,57270.665902999994,25.546,0.065,F475W
AndI,V176,57270.74292999999,25.545,0.07400000000000001,F475W
AndI,V176,57271.659805999996,24.822,0.052000000000000005,F475W
AndI,V176,57271.73689199999,25.061999999999998,0.045,F475W
AndI,V176,57266.440409,24.508000000000003,0.045,F814W
AndI,V176,57266.48564199999,24.585,0.059000000000000004,F814W
AndI,V176,57266.705439,24.151,0.064,F814W
AndI,V176,57266.750717999996,24.159000000000002,0.069,F814W
AndI,V176,57267.434324,24.074,0.13699999999999998,F814W
AndI,V176,57267.479672,24.322,0.049,F814W
AndI,V176,57267.699377,24.416999999999998,0.047,F814W
AndI,V176,57267.744749,24.461,0.073,F814W
AndI,V176,57268.295713,24.233,0.09,F814W
AndI,V176,57268.34112999999,24.379,0.043,F814W
AndI,V176,57268.825785,24.063000000000002,0.07400000000000001,F814W
AndI,V176,57268.873332,24.25,0.069,F814W
AndI,V176,57269.35586799999,24.58,0.052000000000000005,F814W
AndI,V176,57269.401377999995,24.732,0.052000000000000005,F814W
AndI,V176,57269.554646000004,24.194000000000003,0.053,F814W
AndI,V176,57269.600179999994,24.295,0.057999999999999996,F814W
AndI,V176,57270.482287,24.205,0.11199999999999999,F814W
AndI,V176,57270.52785499999,24.497,0.06,F814W
AndI,V176,57270.681065,24.615,0.09,F814W
AndI,V176,57270.726645,24.616,0.065,F814W
AndI,V176,57271.67496900001,24.234,0.048,F814W
AndI,V176,57271.720605999995,24.278000000000002,0.043,F814W
AndI,V177,57266.425246000006,25.255,0.055999999999999994,F475W
AndI,V177,57266.501927,25.31,0.055999999999999994,F475W
AndI,V177,57266.690277,25.615,0.055,F475W
AndI,V177,57266.76700299999,25.23,0.034,F475W
AndI,V177,57267.419162,25.579,0.055999999999999994,F475W
AndI,V177,57267.49595800001,25.037,0.064,F475W
AndI,V177,57267.684215,25.697,0.08800000000000001,F475W
AndI,V177,57267.761034,25.66,0.071,F475W
AndI,V177,57268.28055,25.21,0.064,F475W
AndI,V177,57268.357416,25.528000000000002,0.049,F475W
AndI,V177,57268.810622000005,25.658,0.07200000000000001,F475W
AndI,V177,57268.88961699999,25.173000000000002,0.038,F475W
AndI,V177,57269.417664,25.296,0.13699999999999998,F475W
AndI,V177,57269.340694000006,25.183000000000003,0.046,F475W
AndI,V177,57269.539484,25.58,0.065,F475W
AndI,V177,57269.616465,25.256,0.08,F475W
AndI,V177,57270.467124,25.493000000000002,0.057999999999999996,F475W
AndI,V177,57270.54414,25.576999999999998,0.066,F475W
AndI,V177,57270.665902999994,25.263,0.08199999999999999,F475W
AndI,V177,57270.74292999999,25.138,0.079,F475W
AndI,V177,57271.659805999996,25.695999999999998,0.055999999999999994,F475W
AndI,V177,57271.73689199999,25.201999999999998,0.081,F475W
AndI,V177,57266.440409,24.67,0.069,F814W
AndI,V177,57266.48564199999,24.583000000000002,0.076,F814W
AndI,V177,57266.705439,24.76,0.047,F814W
AndI,V177,57266.750717999996,24.546999999999997,0.062,F814W
AndI,V177,57267.434324,24.713,0.040999999999999995,F814W
AndI,V177,57267.479672,24.624000000000002,0.053,F814W
AndI,V177,57267.699377,24.822,0.078,F814W
AndI,V177,57267.744749,24.954,0.07,F814W
AndI,V177,57268.295713,24.660999999999998,0.062,F814W
AndI,V177,57268.34112999999,24.759,0.07,F814W
AndI,V177,57268.825785,24.767,0.066,F814W
AndI,V177,57268.873332,24.658,0.073,F814W
AndI,V177,57269.35586799999,24.609,0.07,F814W
AndI,V177,57269.401377999995,24.633000000000003,0.064,F814W
AndI,V177,57269.554646000004,24.8,0.048,F814W
AndI,V177,57269.600179999994,24.73,0.063,F814W
AndI,V177,57270.482287,24.688000000000002,0.076,F814W
AndI,V177,57270.52785499999,24.775,0.064,F814W
AndI,V177,57270.681065,24.68,0.10099999999999999,F814W
AndI,V177,57270.726645,24.581999999999997,0.085,F814W
AndI,V177,57271.67496900001,24.826999999999998,0.052000000000000005,F814W
AndI,V177,57271.720605999995,24.686999999999998,0.073,F814W
AndI,V178,57266.425246000006,25.585,0.033,F475W
AndI,V178,57266.501927,25.704,0.068,F475W
AndI,V178,57266.690277,25.175,0.038,F475W
AndI,V178,57266.76700299999,24.901,0.031,F475W
AndI,V178,57267.419162,24.889,0.040999999999999995,F475W
AndI,V178,57267.49595800001,25.11,0.040999999999999995,F475W
AndI,V178,57267.684215,25.496,0.052000000000000005,F475W
AndI,V178,57267.761034,25.595,0.063,F475W
AndI,V178,57268.28055,25.364,0.04,F475W
AndI,V178,57268.357416,25.535999999999998,0.055,F475W
AndI,V178,57268.810622000005,25.037,0.04,F475W
AndI,V178,57268.88961699999,25.221,0.049,F475W
AndI,V178,57269.417664,24.916,0.069,F475W
AndI,V178,57269.340694000006,25.578000000000003,0.071,F475W
AndI,V178,57269.539484,25.204,0.043,F475W
AndI,V178,57269.616465,25.413,0.053,F475W
AndI,V178,57270.467124,25.61,0.049,F475W
AndI,V178,57270.54414,25.691999999999997,0.057999999999999996,F475W
AndI,V178,57270.665902999994,25.675,0.05,F475W
AndI,V178,57270.74292999999,24.979,0.057,F475W
AndI,V178,57271.659805999996,24.865,0.17800000000000002,F475W
AndI,V178,57271.73689199999,25.569000000000003,0.071,F475W
AndI,V178,57266.440409,24.585,0.07,F814W
AndI,V178,57266.48564199999,24.328000000000003,0.14800000000000002,F814W
AndI,V178,57266.705439,24.488000000000003,0.054000000000000006,F814W
AndI,V178,57266.750717999996,24.299,0.044000000000000004,F814W
AndI,V178,57267.434324,24.299,0.063,F814W
AndI,V178,57267.479672,24.331999999999997,0.062,F814W
AndI,V178,57267.699377,24.605,0.07,F814W
AndI,V178,57267.744749,24.58,0.044000000000000004,F814W
AndI,V178,57268.295713,24.509,0.045,F814W
AndI,V178,57268.34112999999,24.473000000000003,0.055999999999999994,F814W
AndI,V178,57268.825785,24.401,0.055999999999999994,F814W
AndI,V178,57268.873332,24.474,0.053,F814W
AndI,V178,57269.35586799999,24.55,0.081,F814W
AndI,V178,57269.401377999995,24.366999999999997,0.055,F814W
AndI,V178,57269.554646000004,24.379,0.038,F814W
AndI,V178,57269.600179999994,24.45,0.045,F814W
AndI,V178,57270.482287,24.648000000000003,0.07,F814W
AndI,V178,57270.52785499999,24.593000000000004,0.06,F814W
AndI,V178,57270.681065,24.6,0.055999999999999994,F814W
AndI,V178,57270.726645,24.484,0.054000000000000006,F814W
AndI,V178,57271.67496900001,24.462,0.040999999999999995,F814W
AndI,V178,57271.720605999995,24.509,0.05,F814W
AndI,V179,57266.425246000006,25.767,0.048,F475W
AndI,V179,57266.501927,25.843000000000004,0.069,F475W
AndI,V179,57266.690277,24.746,0.036000000000000004,F475W
AndI,V179,57266.76700299999,25.156999999999996,0.048,F475W
AndI,V179,57267.419162,25.421999999999997,0.048,F475W
AndI,V179,57267.49595800001,25.614,0.078,F475W
AndI,V179,57267.684215,25.761,0.064,F475W
AndI,V179,57267.761034,25.92,0.067,F475W
AndI,V179,57268.28055,25.739,0.04,F475W
AndI,V179,57268.357416,25.514,0.043,F475W
AndI,V179,57268.810622000005,25.695,0.07,F475W
AndI,V179,57268.88961699999,25.796999999999997,0.05,F475W
AndI,V179,57269.417664,25.631999999999998,0.061,F475W
AndI,V179,57269.340694000006,25.703000000000003,0.078,F475W
AndI,V179,57269.539484,24.741,0.045,F475W
AndI,V179,57269.616465,25.093000000000004,0.052000000000000005,F475W
AndI,V179,57270.467124,25.674,0.1,F475W
AndI,V179,57270.54414,25.701999999999998,0.062,F475W
AndI,V179,57270.665902999994,25.01,0.031,F475W
AndI,V179,57270.74292999999,24.991999999999997,0.043,F475W
AndI,V179,57271.659805999996,25.725,0.07,F475W
AndI,V179,57271.73689199999,25.840999999999998,0.038,F475W
AndI,V179,57266.440409,24.746,0.063,F814W
AndI,V179,57266.48564199999,24.766,0.057999999999999996,F814W
AndI,V179,57266.705439,24.326,0.052000000000000005,F814W
AndI,V179,57266.750717999996,24.45,0.045,F814W
AndI,V179,57267.434324,24.658,0.075,F814W
AndI,V179,57267.479672,24.611,0.063,F814W
AndI,V179,57267.699377,24.910999999999998,0.077,F814W
AndI,V179,57267.744749,24.98,0.078,F814W
AndI,V179,57268.295713,24.851999999999997,0.055,F814W
AndI,V179,57268.34112999999,24.892,0.068,F814W
AndI,V179,57268.825785,24.837,0.073,F814W
AndI,V179,57268.873332,24.91,0.059000000000000004,F814W
AndI,V179,57269.35586799999,24.705,0.040999999999999995,F814W
AndI,V179,57269.401377999995,24.739,0.059000000000000004,F814W
AndI,V179,57269.554646000004,24.299,0.048,F814W
AndI,V179,57269.600179999994,24.39,0.049,F814W
AndI,V179,57270.482287,24.68,0.08199999999999999,F814W
AndI,V179,57270.52785499999,24.789,0.044000000000000004,F814W
AndI,V179,57270.681065,24.389,0.057,F814W
AndI,V179,57270.726645,24.394000000000002,0.057999999999999996,F814W
AndI,V179,57271.67496900001,24.674,0.047,F814W
AndI,V179,57271.720605999995,24.924,0.049,F814W
AndI,V180,57266.425246000006,25.061999999999998,0.033,F475W
AndI,V180,57266.501927,25.158,0.057,F475W
AndI,V180,57266.690277,25.631999999999998,0.026000000000000002,F475W
AndI,V180,57266.76700299999,25.673000000000002,0.04,F475W
AndI,V180,57267.419162,25.838,0.062,F475W
AndI,V180,57267.49595800001,25.915,0.035,F475W
AndI,V180,57267.684215,25.168000000000003,0.042,F475W
AndI,V180,57267.761034,25.405,0.053,F475W
AndI,V180,57268.28055,25.180999999999997,0.042,F475W
AndI,V180,57268.357416,25.479,0.027000000000000003,F475W
AndI,V180,57268.810622000005,24.954,0.055999999999999994,F475W
AndI,V180,57268.88961699999,25.27,0.040999999999999995,F475W
AndI,V180,57269.417664,25.094,0.08800000000000001,F475W
AndI,V180,57269.340694000006,25.447,0.051,F475W
AndI,V180,57269.539484,25.441999999999997,0.036000000000000004,F475W
AndI,V180,57269.616465,25.601999999999997,0.040999999999999995,F475W
AndI,V180,57270.467124,25.785,0.063,F475W
AndI,V180,57270.54414,25.313000000000002,0.077,F475W
AndI,V180,57270.665902999994,25.197,0.024,F475W
AndI,V180,57270.74292999999,25.39,0.045,F475W
AndI,V180,57271.659805999996,25.793000000000003,0.049,F475W
AndI,V180,57271.73689199999,25.248,0.055999999999999994,F475W
AndI,V180,57266.440409,24.47,0.047,F814W
AndI,V180,57266.48564199999,24.432,0.040999999999999995,F814W
AndI,V180,57266.705439,24.759,0.065,F814W
AndI,V180,57266.750717999996,24.730999999999998,0.045,F814W
AndI,V180,57267.434324,24.734,0.05,F814W
AndI,V180,57267.479672,24.825,0.057999999999999996,F814W
AndI,V180,57267.699377,24.515,0.066,F814W
AndI,V180,57267.744749,24.554000000000002,0.054000000000000006,F814W
AndI,V180,57268.295713,24.511999999999997,0.044000000000000004,F814W
AndI,V180,57268.34112999999,24.601,0.061,F814W
AndI,V180,57268.825785,24.435,0.048,F814W
AndI,V180,57268.873332,24.473000000000003,0.055999999999999994,F814W
AndI,V180,57269.35586799999,24.644000000000002,0.073,F814W
AndI,V180,57269.401377999995,24.451999999999998,0.057,F814W
AndI,V180,57269.554646000004,24.605999999999998,0.035,F814W
AndI,V180,57269.600179999994,24.629,0.043,F814W
AndI,V180,57270.482287,24.848000000000003,0.109,F814W
AndI,V180,57270.52785499999,24.680999999999997,0.062,F814W
AndI,V180,57270.681065,24.480999999999998,0.04,F814W
AndI,V180,57270.726645,24.575,0.049,F814W
AndI,V180,57271.67496900001,24.951,0.08900000000000001,F814W
AndI,V180,57271.720605999995,24.714000000000002,0.044000000000000004,F814W
AndI,V181,57266.425246000006,25.151999999999997,0.040999999999999995,F475W
AndI,V181,57266.501927,25.54,0.049,F475W
AndI,V181,57266.690277,25.488000000000003,0.05,F475W
AndI,V181,57266.76700299999,25.34,0.054000000000000006,F475W
AndI,V181,57267.419162,24.886,0.033,F475W
AndI,V181,57267.49595800001,25.256999999999998,0.036000000000000004,F475W
AndI,V181,57267.684215,25.725,0.071,F475W
AndI,V181,57267.761034,25.315,0.078,F475W
AndI,V181,57268.28055,25.537,0.034,F475W
AndI,V181,57268.357416,25.531,0.036000000000000004,F475W
AndI,V181,57268.810622000005,24.905,0.045,F475W
AndI,V181,57268.88961699999,25.125,0.052000000000000005,F475W
AndI,V181,57269.417664,25.607,0.04,F475W
AndI,V181,57269.340694000006,25.393,0.045,F475W
AndI,V181,57269.539484,25.397,0.040999999999999995,F475W
AndI,V181,57269.616465,25.326999999999998,0.076,F475W
AndI,V181,57270.467124,25.671999999999997,0.061,F475W
AndI,V181,57270.54414,25.694000000000003,0.081,F475W
AndI,V181,57270.665902999994,25.217,0.05,F475W
AndI,V181,57270.74292999999,25.311999999999998,0.031,F475W
AndI,V181,57271.659805999996,25.015,0.031,F475W
AndI,V181,57271.73689199999,25.005,0.032,F475W
AndI,V181,57266.440409,24.647,0.053,F814W
AndI,V181,57266.48564199999,24.680999999999997,0.079,F814W
AndI,V181,57266.705439,24.72,0.052000000000000005,F814W
AndI,V181,57266.750717999996,24.775,0.038,F814W
AndI,V181,57267.434324,24.491999999999997,0.052000000000000005,F814W
AndI,V181,57267.479672,24.67,0.039,F814W
AndI,V181,57267.699377,24.92,0.040999999999999995,F814W
AndI,V181,57267.744749,24.749000000000002,0.062,F814W
AndI,V181,57268.295713,24.837,0.067,F814W
AndI,V181,57268.34112999999,24.886,0.067,F814W
AndI,V181,57268.825785,24.384,0.04,F814W
AndI,V181,57268.873332,24.514,0.064,F814W
AndI,V181,57269.35586799999,24.655,0.073,F814W
AndI,V181,57269.401377999995,24.773000000000003,0.063,F814W
AndI,V181,57269.554646000004,24.744,0.057999999999999996,F814W
AndI,V181,57269.600179999994,24.673000000000002,0.057999999999999996,F814W
AndI,V181,57270.482287,24.926,0.064,F814W
AndI,V181,57270.52785499999,25.011999999999997,0.08,F814W
AndI,V181,57270.681065,24.616999999999997,0.067,F814W
AndI,V181,57270.726645,24.648000000000003,0.052000000000000005,F814W
AndI,V181,57271.67496900001,24.454,0.057999999999999996,F814W
AndI,V181,57271.720605999995,24.519000000000002,0.052000000000000005,F814W
AndI,V182,57266.425246000006,25.101999999999997,0.042,F475W
AndI,V182,57266.501927,25.037,0.043,F475W
AndI,V182,57266.690277,25.495,0.046,F475W
AndI,V182,57266.76700299999,25.511,0.043,F475W
AndI,V182,57267.419162,25.511,0.057999999999999996,F475W
AndI,V182,57267.49595800001,25.563000000000002,0.18100000000000002,F475W
AndI,V182,57267.684215,25.093000000000004,0.069,F475W
AndI,V182,57267.761034,25.361,0.07,F475W
AndI,V182,57268.28055,25.529,0.09699999999999999,F475W
AndI,V182,57268.357416,25.095,0.094,F475W
AndI,V182,57268.810622000005,25.111,0.035,F475W
AndI,V182,57268.88961699999,25.201,0.049,F475W
AndI,V182,57269.417664,25.502,0.059000000000000004,F475W
AndI,V182,57269.340694000006,25.473000000000003,0.052000000000000005,F475W
AndI,V182,57269.539484,25.005,0.053,F475W
AndI,V182,57269.616465,25.165,0.06,F475W
AndI,V182,57270.467124,25.467,0.05,F475W
AndI,V182,57270.54414,25.541,0.054000000000000006,F475W
AndI,V182,57270.665902999994,25.154,0.051,F475W
AndI,V182,57270.74292999999,25.088,0.06,F475W
AndI,V182,57271.659805999996,25.565,0.1,F475W
AndI,V182,57271.73689199999,25.495,0.081,F475W
AndI,V182,57266.440409,28.075,9.637,F814W
AndI,V182,57266.48564199999,24.427,0.053,F814W
AndI,V182,57266.705439,24.732,0.064,F814W
AndI,V182,57266.750717999996,24.715999999999998,0.061,F814W
AndI,V182,57267.434324,24.807,0.077,F814W
AndI,V182,57267.479672,24.814,0.09,F814W
AndI,V182,57267.699377,24.48,0.09,F814W
AndI,V182,57267.744749,24.544,0.073,F814W
AndI,V182,57268.295713,24.683000000000003,0.063,F814W
AndI,V182,57268.34112999999,24.561,0.068,F814W
AndI,V182,57268.825785,24.491999999999997,0.055999999999999994,F814W
AndI,V182,57268.873332,24.551,0.053,F814W
AndI,V182,57269.35586799999,24.684,0.08,F814W
AndI,V182,57269.401377999995,24.840999999999998,0.09,F814W
AndI,V182,57269.554646000004,24.63,0.066,F814W
AndI,V182,57269.600179999994,24.574,0.073,F814W
AndI,V182,57270.482287,24.743000000000002,0.05,F814W
AndI,V182,57270.52785499999,24.926,0.057,F814W
AndI,V182,57270.681065,24.57,0.091,F814W
AndI,V182,57270.726645,24.4,0.045,F814W
AndI,V182,57271.67496900001,24.753,0.069,F814W
AndI,V182,57271.720605999995,24.851999999999997,0.083,F814W
AndI,V183,57266.425246000006,25.144000000000002,0.039,F475W
AndI,V183,57266.501927,25.406,0.063,F475W
AndI,V183,57266.690277,25.705,0.132,F475W
AndI,V183,57266.76700299999,25.671999999999997,0.126,F475W
AndI,V183,57267.419162,25.704,0.1,F475W
AndI,V183,57267.49595800001,25.206999999999997,0.055,F475W
AndI,V183,57267.684215,25.238000000000003,0.043,F475W
AndI,V183,57267.761034,25.394000000000002,0.04,F475W
AndI,V183,57268.28055,25.151,0.047,F475W
AndI,V183,57268.357416,25.491999999999997,0.059000000000000004,F475W
AndI,V183,57268.810622000005,24.839000000000002,0.065,F475W
AndI,V183,57268.88961699999,25.184,0.10300000000000001,F475W
AndI,V183,57269.417664,24.753,0.028999999999999998,F475W
AndI,V183,57269.340694000006,25.000999999999998,0.032,F475W
AndI,V183,57269.539484,25.296999999999997,0.045,F475W
AndI,V183,57269.616465,25.51,0.057999999999999996,F475W
AndI,V183,57270.467124,25.747,0.098,F475W
AndI,V183,57270.54414,25.59,0.047,F475W
AndI,V183,57270.665902999994,24.953000000000003,0.075,F475W
AndI,V183,57270.74292999999,25.259,0.10400000000000001,F475W
AndI,V183,57271.659805999996,25.675,0.039,F475W
AndI,V183,57271.73689199999,25.805999999999997,0.078,F475W
AndI,V183,57266.440409,24.456999999999997,0.057999999999999996,F814W
AndI,V183,57266.48564199999,24.531999999999996,0.054000000000000006,F814W
AndI,V183,57266.705439,24.781,0.14,F814W
AndI,V183,57266.750717999996,24.746,0.111,F814W
AndI,V183,57267.434324,24.912,0.067,F814W
AndI,V183,57267.479672,24.82,0.052000000000000005,F814W
AndI,V183,57267.699377,24.43,0.043,F814W
AndI,V183,57267.744749,24.524,0.045,F814W
AndI,V183,57268.295713,24.444000000000003,0.036000000000000004,F814W
AndI,V183,57268.34112999999,24.55,0.065,F814W
AndI,V183,57268.825785,24.311,0.10400000000000001,F814W
AndI,V183,57268.873332,24.379,0.10099999999999999,F814W
AndI,V183,57269.35586799999,24.281999999999996,0.049,F814W
AndI,V183,57269.401377999995,24.337,0.053,F814W
AndI,V183,57269.554646000004,24.576,0.040999999999999995,F814W
AndI,V183,57269.600179999994,24.636,0.05,F814W
AndI,V183,57270.482287,24.764,0.059000000000000004,F814W
AndI,V183,57270.52785499999,24.93,0.061,F814W
AndI,V183,57270.681065,24.34,0.129,F814W
AndI,V183,57270.726645,24.443,0.099,F814W
AndI,V183,57271.67496900001,24.829,0.063,F814W
AndI,V183,57271.720605999995,24.872,0.059000000000000004,F814W
AndI,V184,57266.425246000006,24.734,0.057999999999999996,F475W
AndI,V184,57266.501927,25.241999999999997,0.059000000000000004,F475W
AndI,V184,57266.690277,25.881,0.044000000000000004,F475W
AndI,V184,57266.76700299999,25.84,0.067,F475W
AndI,V184,57267.419162,25.173000000000002,0.039,F475W
AndI,V184,57267.49595800001,24.983,0.034,F475W
AndI,V184,57267.684215,25.706,0.07400000000000001,F475W
AndI,V184,57267.761034,25.908,0.073,F475W
AndI,V184,57268.28055,25.858,0.066,F475W
AndI,V184,57268.357416,25.842,0.079,F475W
AndI,V184,57268.810622000005,25.849,0.051,F475W
AndI,V184,57268.88961699999,25.781,0.04,F475W
AndI,V184,57269.417664,25.813000000000002,0.040999999999999995,F475W
AndI,V184,57269.340694000006,25.701999999999998,0.10800000000000001,F475W
AndI,V184,57269.539484,24.595,0.028999999999999998,F475W
AndI,V184,57269.616465,25.151999999999997,0.043,F475W
AndI,V184,57270.467124,25.81,0.055,F475W
AndI,V184,57270.54414,25.495,0.084,F475W
AndI,V184,57270.665902999994,25.213,0.038,F475W
AndI,V184,57270.74292999999,25.559,0.044000000000000004,F475W
AndI,V184,57271.659805999996,24.862,0.03,F475W
AndI,V184,57271.73689199999,25.342,0.098,F475W
