Star,Wesenheit Magnitude,Log Period,Star Code
V192,24.519499999999994,-0.3036314038837409,142
V193,24.239260000000005,-0.22450972705427305,143
V194,24.380619999999993,-0.20098750449758787,144
V195,24.373780000000004,-0.2426148136276671,145
V196,24.308080000000004,-0.1871738459523213,146
V197,24.473939999999995,-0.24932915531920685,147
V199,24.475439999999992,-0.2875303171903254,148
V200,24.27584,-0.21989518614767195,149
V201,24.285999999999994,-0.20866016613143187,150
V203,24.162399999999998,-0.1779845799501867,151
V204,24.37243999999999,-0.23735609905252994,152
V205,24.084239999999998,-0.16406486351072921,153
V207,24.336620000000007,-0.19730811526032674,154
V209,23.702280000000005,-0.27565341919647124,155
V210,24.411799999999996,-0.2884068951081515,156
V213,24.4304,-0.2646946385907179,157
V215,24.305819999999994,-0.20099647308396792,158
V216,24.077999999999992,-0.16034920393388227,159
V217,24.225900000000006,-0.1718612266307576,160
V218,24.310299999999998,-0.256525874323329,161
V219,24.274780000000007,-0.20096956788043788,162
V220,24.437739999999998,-0.2756321179621019,163
V221,24.103640000000002,-0.14878441041096827,164
V222,24.183279999999982,-0.17733861767186285,165
V223,24.393819999999995,-0.29700279769532406,166
V224,24.171979999999994,-0.2283898053697836,167
V225,24.441820000000003,-0.25793464779078,168
V226,24.458100000000005,-0.3038813872298619,169
V227,24.28004000000001,-0.20674743137710005,170
V228,24.31242,-0.2457054350354666,171
V229,24.24158,-0.19501980362106147,172
V230,24.24366000000001,-0.20674743137710005,173
V231,24.41467999999999,-0.3234565923080946,174
V232,24.227659999999997,-0.22604619943494147,175
V233,24.366740000000004,-0.25790397363831324,176
V234,23.79622000000001,-0.24176676417592494,177
V235,24.224260000000005,-0.21119610801008534,178
V236,24.004279999999994,-0.07514492602250226,179
V237,24.284080000000003,-0.19581668320162524,180
V238,24.498320000000014,-0.27132945773669054,181
V240,24.27538000000001,-0.2162849816325477,182
V241,24.42085999999999,-0.2884068951081515,183
V242,24.511019999999995,-0.30648063221724936,184
V243,23.9282,-0.14733941952055288,185
V244,24.435540000000007,-0.30521326700846063,186
V246,24.471520000000005,-0.2953390443931557,187
V247,24.380979999999987,-0.248497920798908,188
V248,24.47584000000001,-0.23818580043932372,189
V249,23.98654,-0.12707639615041122,190
V251,24.425159999999998,-0.26276722230239896,191
V252,24.378340000000005,-0.23847901508626457,192
V253,24.313800000000008,-0.23422729305727594,193
V254,24.32494000000001,-0.18753018865404628,194
V255,24.160539999999994,-0.20099647308396792,195
V260,24.53776,-0.3048258038229931,196
V261,24.207760000000007,-0.18753018865404628,197
V262,24.347460000000005,-0.2848893892177971,198
V263,24.5591,-0.29900999955020424,199
V264,24.244159999999994,-0.2358471828316247,200
V265,24.300240000000002,-0.26642205944114794,201
V267,24.25406,-0.1718612266307576,202
V268,24.416019999999993,-0.23821511299722534,203
V269,24.414979999999996,-0.24453395854086937,204
V270,24.193080000000005,-0.22560936425966707,205
V272,24.322459999999992,-0.20918079388564276,206
V273,24.21274,-0.23422729305727594,207
V274,24.230499999999996,-0.17194510214006192,208
V275,24.1443,-0.14289182858140043,209
V276,24.376640000000002,-0.25919415706073473,210
V279,24.453200000000002,-0.2445438730432722,211
V281,24.396440000000005,0.03319037781305531,212
V282,24.28667999999999,-0.19730811526032674,213
V283,24.2682,-0.1715677898490176,214
V284,24.375500000000002,-0.2358471828316247,215
V285,24.27521999999999,-0.224083892094808,216
V287,24.203720000000004,-0.17524585117502264,217
V288,24.277199999999993,-0.2107556047958051,218
V289,24.365719999999996,-0.25417788920875084,219
V290,24.159140000000008,-0.22560936425966707,220
V291,24.295180000000006,-0.25348911896279785,221
V292,24.559420000000003,-0.23735609905252994,222
V294,24.4955,-0.3036882056467296,223
V297,24.555959999999992,-0.30670938005804743,224
V298,24.339619999999996,-0.201014410812376,225
V299,24.341340000000006,-0.22830384043496713,226
V300,24.48677999999999,-0.21767140632473972,227
V301,24.44331999999999,-0.256525874323329,228
